Date,YPF,PAM,VIST,EC,PBR,^GSPC,^IXIC,XLE
2020-08-11 00:00:00-04:00,-0.054487129522731825,-0.018699830189916278,-0.05523257385465863,0.003463323253517503,-0.00566249492752513,-0.007969132154236114,-0.01691593210976783,-0.003391420900103803
2020-08-12 00:00:00-04:00,-0.055932189554567024,-0.04264975022734141,-0.07076923663799584,0.021570254144288148,0.0011391190311937915,0.013996549490237653,0.021276430027220572,0.009947758052844424
2020-08-13 00:00:00-04:00,0.016157930516524255,0.04265400958573751,0.039735140640910105,-0.022804160460953238,-0.011376694091422612,-0.002047174350497949,0.0027478301400056804,-0.019440268752284995
2020-08-14 00:00:00-04:00,0.01060069688994325,0.013636328957297605,-0.01592362709057593,-0.0034571106542152785,-0.00920621091222773,-0.00017188262276812694,-0.002100991198777491,0.009516025529527461
2020-08-17 00:00:00-04:00,-0.04895100406320296,-0.0331838473737861,0.00323624295826086,-0.006071158364585272,-0.018582808981926102,0.0027098425110787527,0.010021568159487293,-0.005760419555476015
2020-08-18 00:00:00-04:00,0.0,0.009276473464453927,-0.009677410423445276,0.009598536328382812,0.02485207373553977,0.002303389154016955,0.007287631558350771,-0.012641189974212153
2020-08-19 00:00:00-04:00,0.005514656738169199,0.0009191386743243601,-0.006514651909255265,-0.0017285553271075838,-0.01616622578009219,-0.0044043954214108005,-0.005742645841862681,-0.011469996761695356
2020-08-20 00:00:00-04:00,0.0,0.0018365016950268043,-0.00983605634714435,-0.018181786616776385,-0.016432218988326253,0.0031586327691348615,0.010630301888693516,-0.02158692821650643
2020-08-21 00:00:00-04:00,-0.021937822698687492,0.007332715382670774,-0.006622510282393357,-0.005290995935307796,-0.015513165987950939,0.0034411070444764214,0.0041588829566681085,-0.006342897959446314
2020-08-24 00:00:00-04:00,0.00934583021049562,0.0036396690342204163,-0.029999971389770508,0.022163132695070642,0.024242710599711836,0.010043718303008653,0.0060043426375751,0.027476904194534413
2020-08-25 00:00:00-04:00,0.027777794947839718,0.014505879536318877,0.02749138190599676,0.006071082752036716,0.004733711432915566,0.0035963511532906,0.007623210596084284,-0.014046353837469328
2020-08-26 00:00:00-04:00,0.0018017570632469226,0.022341377066560808,-0.026755827241100705,-0.016379181412952915,-0.04358079797105685,0.010195626139483993,0.017319179179443367,-0.021095640551365702
2020-08-27 00:00:00-04:00,-0.03237407017825222,0.006118938030257315,0.0034364227382495116,-0.012270170217399179,0.007389230322127238,0.0016730440109038458,-0.003405017035968405,0.001959149896125778
2020-08-28 00:00:00-04:00,0.06133827447703455,0.041702826471877286,0.023972579251313464,0.03549252820840465,0.0391198550387426,0.00673256535528588,0.006046278217000989,0.01787709176781971
2020-08-31 00:00:00-04:00,-0.022767095196571274,-0.04170141864426169,-0.040133820600306125,-0.023993003982846983,-0.03882348407126923,-0.0021949627140287475,0.0068256330719147496,-0.02167964137652645
2020-09-01 00:00:00-04:00,0.010752678064499088,0.025239335738020285,0.017421669940284046,0.04653190795924367,0.062423374718249214,0.007525003016613407,0.013945099510527026,-0.006731954155636988
2020-09-02 00:00:00-04:00,-0.01773047996451116,-0.0016977508100767258,-0.030821969259027693,-0.006711349019770219,0.002304139704792041,0.015365910154807594,0.009780044890400408,-0.004800989376250953
2020-09-03 00:00:00-04:00,-0.0036101048852397177,0.01275506935466586,-0.06007061570967864,-0.0084459799016251,0.011494041921484621,-0.03512584371534122,-0.04962831474198304,-0.00737811966074553
2020-09-04 00:00:00-04:00,-0.018115924814873563,0.0041981688812302576,-0.05263161668675442,-0.014480482422837282,0.0011367859768058874,-0.008133027264274895,-0.012652161484430269,-0.0031444833395080085
2020-09-08 00:00:00-04:00,0.0036900333293332643,-0.0025083388691894415,-0.06944442604794898,-0.04840090547967113,-0.04653811392254059,-0.027756342102360998,-0.04114152829024975,-0.03642103414878051
2020-09-09 00:00:00-04:00,-0.005514744392057569,0.002514646454633951,-0.03624735057992645,0.016348664883449437,0.03095236246679023,0.02014498633677464,0.02709047999938785,0.006845389530532486
2020-09-10 00:00:00-04:00,-0.0462107221906094,-0.005016757477033895,0.08407082213372608,-0.03127782116931199,-0.03695154633463982,-0.01758479659017942,-0.01992268004866704,-0.03665403913954035
2020-09-11 00:00:00-04:00,0.001938028910378975,-0.005882327484718397,0.0,0.005535045260266713,-0.007194399797655793,0.0005330721905940639,-0.006047849782590431,0.0009205232656044338
2020-09-14 00:00:00-04:00,-0.021276621255537087,-0.031276406419719516,-0.048979641486583625,-0.004587094325171459,0.0,0.012741829089357504,0.01871282571991184,0.007664139254657698
2020-09-15 00:00:00-04:00,0.011857696335581869,0.0017451574190909813,0.05579404235951313,0.009216385095298651,-0.0012078160664795723,0.005219359577689042,0.012089549470456262,-0.00730152508078874
2020-09-16 00:00:00-04:00,-0.052734372453414724,-0.06533101305802824,-0.020325183553227655,0.013698766468503765,0.01813797138652573,-0.004618946596211537,-0.012497460486567302,0.04014695155961734
2020-09-17 00:00:00-04:00,-0.06185561232921977,-0.007455724801399333,-0.06224070125529846,-0.0009009516345820368,0.019002312701822843,-0.008412365876402483,-0.012686289053217337,0.0014734329358048193
2020-09-18 00:00:00-04:00,-0.01978025248683668,0.006572831080363439,0.03982297103942156,0.0,-0.043123316352077,-0.011182581807410497,-0.010723830833645143,-0.011179679077205407
2020-09-21 00:00:00-04:00,-0.07399101365101379,-0.009328393561453097,-0.07659567474185358,-0.044183845727040705,-0.03897708747976891,-0.011571097930805796,-0.0013416188946410168,-0.03314609627747467
